,Annotation,accuracy,precision,sensitivity,specificity
123,ECK120009838,0.995979899497,0.0,0.0,0.996981891348
125,ECK120015484,0.996984924623,0.0,0.0,0.997987927565
126,ECK120016222,0.992964824121,0.0,0.0,0.993963782696
127,ECK120016223,0.995979899497,0.0,0.0,0.996981891348
128,ECK120016928,0.995979899497,0.0,0.0,0.996981891348
129,ECK120016929,0.995979899497,0.0,0.0,0.996981891348
130,ECK120026685,0.995979899497,0.0,0.0,0.996981891348
132,ECK120026910,0.995979899497,0.0,0.0,0.996981891348
133,ECK120026913,0.997989949749,0.0,0.0,0.998993963783
134,ECK120026934,0.995979899497,0.0,0.0,0.996981891348
135,ECK120027173,0.997989949749,0.0,0.0,0.998993963783
136,ECK120027282,0.996984924623,0.0,0.0,0.997987927565
137,ECK120027292,0.997989949749,0.0,0.0,0.998993963783
138,ECK120027303,0.996984924623,0.0,0.0,0.997987927565
139,ECK120027315,0.996984924623,0.0,0.0,0.997987927565
140,ECK120027429,0.997989949749,0.0,0.0,0.998993963783
141,ECK120027489,0.996984924623,0.0,0.0,0.997987927565
142,ECK120027518,0.996984924623,0.0,0.0,0.997987927565
143,ECK120027694,0.997989949749,0.0,0.0,0.998993963783
144,ECK120027718,0.997989949749,0.0,0.0,0.998993963783
145,ECK120029427,0.995979899497,0.0,0.0,0.996981891348
146,ECK120030132,0.997989949749,0.0,0.0,0.998993963783
147,ECK120033599,0.995979899497,0.0,0.0,0.996981891348
148,ECK120033602,0.993969849246,0.0,0.0,0.994969818913
149,ECK120033603,0.993969849246,0.0,0.0,0.994969818913
150,ECK120033758,0.995979899497,0.0,0.0,0.996981891348
151,ECK120033761,0.996984924623,0.0,0.0,0.997987927565
152,ECK120051390,0.993969849246,0.0,0.0,0.994969818913
154,ECK125158026,0.997989949749,0.0,0.0,0.998993963783
160,ECK120008922,0.995979899497,0.0,0.0,0.996981891348
161,ECK120008949,0.997989949749,0.0,0.0,0.998993963783
162,ECK120008958,0.996984924623,0.0,0.0,0.997987927565
163,ECK120008960,0.997989949749,0.0,0.0,0.998993963783
164,ECK120008967,0.997989949749,0.0,0.0,0.998993963783
165,ECK120008998,0.997989949749,0.0,0.0,0.998993963783
169,ECK120009036,0.997989949749,0.0,0.0,0.998993963783
170,ECK120009042,0.995979899497,0.0,0.0,0.996981891348
172,ECK120009081,0.996984924623,0.0,0.0,0.997987927565
173,ECK120009089,0.995979899497,0.0,0.0,0.996981891348
174,ECK120009090,0.995979899497,0.0,0.0,0.996981891348
175,ECK120009116,0.997989949749,0.0,0.0,0.998993963783
176,ECK120009141,0.997989949749,0.0,0.0,0.998993963783
177,ECK120009210,0.997989949749,0.0,0.0,0.998993963783
178,ECK120009211,0.997989949749,0.0,0.0,0.998993963783
179,ECK120009213,0.996984924623,0.0,0.0,0.997987927565
180,ECK120009216,0.996984924623,0.0,0.0,0.997987927565
181,ECK120009218,0.997989949749,0.0,0.0,0.998993963783
182,ECK120009219,0.997989949749,0.0,0.0,0.998993963783
184,ECK120009236,0.996984924623,0.0,0.0,0.997987927565
185,ECK120009237,0.997989949749,0.0,0.0,0.998993963783
186,ECK120009239,0.997989949749,0.0,0.0,0.998993963783
187,ECK120009290,0.996984924623,0.0,0.0,0.997987927565
188,ECK120009306,0.997989949749,0.0,0.0,0.998993963783
189,ECK120009309,0.997989949749,0.0,0.0,0.998993963783
190,ECK120009370,0.994974874372,0.0,0.0,0.995975855131
191,ECK120009401,0.997989949749,0.0,0.0,0.998993963783
192,ECK120009430,0.994974874372,0.0,0.0,0.995975855131
193,ECK120009443,0.997989949749,0.0,0.0,0.998993963783
194,ECK120009458,0.997989949749,0.0,0.0,0.998993963783
195,ECK120009460,0.994974874372,0.0,0.0,0.995975855131
196,ECK120009488,0.995979899497,0.0,0.0,0.996981891348
197,ECK120009491,0.996984924623,0.0,0.0,0.997987927565
199,ECK120009509,0.996984924623,0.0,0.0,0.997987927565
200,ECK120009510,0.996984924623,0.0,0.0,0.997987927565
202,ECK120009555,0.995979899497,0.0,0.0,0.996981891348
203,ECK120009562,0.997989949749,0.0,0.0,0.998993963783
204,ECK120009608,0.997989949749,0.0,0.0,0.998993963783
205,ECK120009609,0.996984924623,0.0,0.0,0.997987927565
206,ECK120009716,0.994974874372,0.0,0.0,0.995975855131
207,ECK120009736,0.997989949749,0.0,0.0,0.998993963783
208,ECK120009739,0.997989949749,0.0,0.0,0.998993963783
209,ECK120009770,0.996984924623,0.0,0.0,0.997987927565
210,ECK120009785,0.997989949749,0.0,0.0,0.998993963783
211,ECK120009786,0.997989949749,0.0,0.0,0.998993963783
212,ECK120009839,0.996984924623,0.0,0.0,0.997987927565
213,ECK120009840,0.996984924623,0.0,0.0,0.997987927565
214,ECK120010936,0.994974874372,0.0,0.0,0.995975855131
215,ECK120010953,0.996984924623,0.0,0.0,0.997987927565
216,ECK120010954,0.996984924623,0.0,0.0,0.997987927565
217,ECK120011098,0.995979899497,0.0,0.0,0.996981891348
218,ECK120016220,0.997989949749,0.0,0.0,0.998993963783
219,ECK120016561,0.997989949749,0.0,0.0,0.998993963783
220,ECK120016723,0.997989949749,0.0,0.0,0.998993963783
223,ECK120026522,0.994974874372,0.0,0.0,0.995975855131
224,ECK120026568,0.997989949749,0.0,0.0,0.998993963783
225,ECK120026591,0.997989949749,0.0,0.0,0.998993963783
226,ECK120026593,0.995979899497,0.0,0.0,0.996981891348
227,ECK120026606,0.996984924623,0.0,0.0,0.997987927565
228,ECK120026634,0.996984924623,0.0,0.0,0.997987927565
229,ECK120026670,0.997989949749,0.0,0.0,0.998993963783
230,ECK120026769,0.997989949749,0.0,0.0,0.998993963783
231,ECK120026785,0.996984924623,0.0,0.0,0.997987927565
232,ECK120026793,0.997989949749,0.0,0.0,0.998993963783
233,ECK120026840,0.994974874372,0.0,0.0,0.995975855131
234,ECK120026952,0.996984924623,0.0,0.0,0.997987927565
235,ECK120027019,0.996984924623,0.0,0.0,0.997987927565
238,ECK120027242,0.997989949749,0.0,0.0,0.998993963783
242,ECK120027475,0.997989949749,0.0,0.0,0.998993963783
244,ECK120027568,0.997989949749,0.0,0.0,0.998993963783
245,ECK120027593,0.996984924623,0.0,0.0,0.997987927565
246,ECK120027605,0.997989949749,0.0,0.0,0.998993963783
248,ECK120027728,0.996984924623,0.0,0.0,0.997987927565
250,ECK120027750,0.997989949749,0.0,0.0,0.998993963783
251,ECK120027837,0.992964824121,0.0,0.0,0.993963782696
252,ECK120029970,0.997989949749,0.0,0.0,0.998993963783
253,ECK120030130,0.996984924623,0.0,0.0,0.997987927565
254,ECK120030202,0.996984924623,0.0,0.0,0.997987927565
255,ECK120030805,0.997989949749,0.0,0.0,0.998993963783
256,ECK120033026,0.995979899497,0.0,0.0,0.996981891348
257,ECK120033243,0.996984924623,0.0,0.0,0.997987927565
258,ECK120033561,0.997989949749,0.0,0.0,0.998993963783
259,ECK120033596,0.993969849246,0.0,0.0,0.994969818913
260,ECK120033597,0.994974874372,0.0,0.0,0.995975855131
262,ECK120033600,0.996984924623,0.0,0.0,0.997987927565
263,ECK120033601,0.996984924623,0.0,0.0,0.997987927565
264,ECK120033604,0.994974874372,0.0,0.0,0.995975855131
265,ECK120033605,0.994974874372,0.0,0.0,0.995975855131
266,ECK120033757,0.996984924623,0.0,0.0,0.997987927565
267,ECK120034120,0.995979899497,0.0,0.0,0.996981891348
269,ECK120034170,0.996984924623,0.0,0.0,0.997987927565
270,ECK120034536,0.994974874372,0.0,0.0,0.995975855131
271,ECK120034537,0.994974874372,0.0,0.0,0.995975855131
272,ECK120034538,0.994974874372,0.0,0.0,0.995975855131
273,ECK120035083,0.996984924623,0.0,0.0,0.997987927565
275,ECK125134708,0.994974874372,0.0,0.0,0.995975855131
276,ECK125135009,0.997989949749,0.0,0.0,0.998993963783
277,ECK125135472,0.995979899497,0.0,0.0,0.996981891348
278,ECK125141553,0.994974874372,0.0,0.0,0.995975855131
279,ECK125199575,0.997989949749,0.0,0.0,0.998993963783
45,ECK120015341,0.997989949749,,0.0,1.0
58,ECK120008980,0.997989949749,,0.0,1.0
66,ECK120009437,0.997989949749,,0.0,1.0
68,ECK120009452,0.997989949749,,0.0,1.0
72,ECK120009496,0.997989949749,,0.0,1.0
75,ECK120010955,0.997989949749,,0.0,1.0
91,ECK125095425,0.997989949749,,0.0,1.0
97,ECK120009012,0.998994974874,,0.0,1.0
101,ECK120009084,0.998994974874,,0.0,1.0
108,ECK120009336,0.998994974874,,0.0,1.0
109,ECK120009342,0.998994974874,,0.0,1.0
112,ECK120009360,0.998994974874,,0.0,1.0
115,ECK120009398,0.998994974874,,0.0,1.0
116,ECK120009412,0.998994974874,,0.0,1.0
121,ECK120009669,0.998994974874,,0.0,1.0
124,ECK120015153,0.998994974874,,0.0,1.0
131,ECK120026756,0.998994974874,,0.0,1.0
156,ECK120008913,0.998994974874,,0.0,1.0
157,ECK120008914,0.998994974874,,0.0,1.0
158,ECK120008915,0.998994974874,,0.0,1.0
159,ECK120008916,0.998994974874,,0.0,1.0
166,ECK120009015,0.998994974874,,0.0,1.0
167,ECK120009016,0.998994974874,,0.0,1.0
168,ECK120009017,0.998994974874,,0.0,1.0
171,ECK120009076,0.998994974874,,0.0,1.0
183,ECK120009228,0.998994974874,,0.0,1.0
198,ECK120009494,0.998994974874,,0.0,1.0
201,ECK120009517,0.998994974874,,0.0,1.0
221,ECK120017000,0.998994974874,,0.0,1.0
222,ECK120020448,0.998994974874,,0.0,1.0
236,ECK120027206,0.998994974874,,0.0,1.0
237,ECK120027213,0.998994974874,,0.0,1.0
239,ECK120027252,0.998994974874,,0.0,1.0
240,ECK120027323,0.998994974874,,0.0,1.0
241,ECK120027383,0.998994974874,,0.0,1.0
243,ECK120027543,0.998994974874,,0.0,1.0
247,ECK120027692,0.998994974874,,0.0,1.0
249,ECK120027745,0.998994974874,,0.0,1.0
261,ECK120033598,0.998994974874,,0.0,1.0
268,ECK120034147,0.998994974874,,0.0,1.0
274,ECK120051389,0.998994974874,,0.0,1.0
